dataset_id,folder,state,tax_year,level,filing_status,primary_name,spouse_name,dependents,total_income,agi,taxable_income,total_tax,refund,amount_owed,state_tax,effective_rate,obbba_total,medicare_surtax,is_tipped,has_car_loan,is_senior
DS_1579,Dataset_1579_TX_2023_L2,TX,2023,2,single,Kristina Christensen,N/A,2,82089.73,81279.12,65134.12,7258.23,1009.77,0.0,0.0,8.93,0,0.0,False,False,False
DS_1580,Dataset_1580_NY_2023_L3,NY,2023,3,mfj,Nicholas Pace,Morgan Pace,1,267888.68,266995.88,225960.88,40878.96,0.0,11790.96,13916.5,15.31,0,62.75,False,False,False
DS_1581,Dataset_1581_NY_2025_L1,NY,2025,1,single,Melissa Mueller,N/A,0,42300.0,42300.0,26550.0,2947.5,2128.5,0.0,1721.5,6.97,0,0.0,False,False,False
DS_1582,Dataset_1582_FL_2023_L2,FL,2023,2,single,Molly Thompson,N/A,2,145627.19,143296.52,122848.52,23544.98,0.0,5576.98,0.0,16.43,0,0.0,False,False,False
DS_1583,Dataset_1583_IL_2022_L1,IL,2022,1,single,Sharon Peterson,N/A,0,57700.0,57700.0,44750.0,5462.0,1462.0,0.0,2726.21,9.47,0,0.0,False,False,False
DS_1584,Dataset_1584_NY_2020_L3,NY,2020,3,mfj,John Perry,David Perry,1,222779.76,221744.97,181489.97,31786.16,0.0,8922.16,11201.45,14.33,0,0.0,False,False,False
DS_1585,Dataset_1585_CA_2022_L2,CA,2022,2,single,Jason Mckinney,N/A,3,95197.91,92351.86,71344.86,11004.96,0.0,4452.96,4592.15,11.92,0,0.0,False,False,False
DS_1586,Dataset_1586_IL_2020_L3,IL,2020,3,mfj,Tricia Miller,Kelly Miller,0,253257.16,252324.72,213597.72,41287.33,0.0,1093.33,12230.2,16.36,0,0.0,False,False,False
DS_1587,Dataset_1587_CA_2021_L1,CA,2021,1,single,Richard Leblanc,N/A,0,59672.32,59672.32,47122.32,6115.41,1012.59,0.0,1862.32,10.25,0,0.0,False,False,False
DS_1588,Dataset_1588_IL_2020_L1,IL,2020,1,single,William Duncan,N/A,0,65900.0,65900.0,53500.0,7560.0,348.0,0.0,3132.11,11.47,0,0.0,False,False,False
DS_1589,Dataset_1589_NY_2025_L2,NY,2025,2,mfj,Stephanie Lopez,Gary Lopez,1,97925.06,71939.1,33025.1,5393.61,2638.39,0.0,4057.67,7.5,23932.16,0.0,True,False,True
DS_1590,Dataset_1590_TX_2021_L2,TX,2021,2,mfj,Brooke Smith,David Smith,3,106116.04,104761.09,75825.09,2709.91,11018.09,0.0,0.0,2.59,0,0.0,False,False,False
DS_1591,Dataset_1591_NY_2025_L2,NY,2025,2,single,John Jordan,N/A,1,155634.83,152256.03,126941.03,27870.45,0.0,10862.45,8087.11,18.3,0,0.0,False,False,False
DS_1592,Dataset_1592_CA_2023_L2,CA,2023,2,mfj,Kayla Robinson,Kara Robinson,1,104680.13,101939.56,66481.56,11018.93,0.0,5866.93,2637.07,10.81,0,0.0,False,False,False
DS_1593,Dataset_1593_NY_2020_L1,NY,2020,1,single,Deborah Herrera,N/A,0,46400.0,46400.0,34000.0,3882.5,1685.5,0.0,1947.0,8.37,0,0.0,False,False,False
DS_1594,Dataset_1594_TX_2020_L3,TX,2020,3,single,James Gonzalez,N/A,0,129288.33,125745.84,103316.84,25960.52,0.0,16852.52,0.0,20.65,0,0.0,False,False,False
DS_1595,Dataset_1595_IL_2022_L2,IL,2022,2,single,Laura Lopez,N/A,2,109416.16,106522.92,85381.92,16187.49,0.0,8195.49,4883.07,15.2,0,0.0,False,False,False
DS_1596,Dataset_1596_CA_2022_L1,CA,2022,1,single,Chris Wright,N/A,0,37900.0,37900.0,24950.0,2788.5,243.5,0.0,470.51,7.36,0,0.0,False,False,False
DS_1597,Dataset_1597_IL_2020_L1,IL,2020,1,single,Kayla Tran,N/A,0,55992.6,55992.6,43592.6,5380.37,1243.63,0.0,2641.7,9.61,0,0.0,False,False,False
DS_1598,Dataset_1598_CA_2022_L1,CA,2022,1,single,Tonya Swanson,N/A,0,83096.31,83096.31,70146.31,11049.19,2182.81,0.0,3852.19,13.3,0,0.0,False,False,False
DS_1599,Dataset_1599_CA_2025_L2,CA,2025,2,single,Aaron Gonzalez,N/A,3,167504.52,163110.16,134920.16,27416.56,0.0,10744.56,11172.68,16.81,0,0.0,False,False,False
DS_1600,Dataset_1600_CA_2022_L2,CA,2022,2,hoh,Craig Green,N/A,2,125020.82,123712.77,100609.77,15098.43,1701.57,0.0,5385.06,12.2,0,0.0,False,False,False
DS_1601,Dataset_1601_NY_2023_L2,NY,2023,2,single,Lisa Kirby,N/A,3,144514.79,141526.03,119215.03,21989.12,0.0,5829.12,7443.31,15.54,0,0.0,False,False,False
DS_1602,Dataset_1602_CA_2021_L3,CA,2021,3,mfj,Jennifer Castro,Richard Castro,4,195091.12,193682.92,156902.92,18382.05,2849.95,0.0,10073.13,9.49,0,0.0,False,False,False
DS_1603,Dataset_1603_CA_2024_L3,CA,2024,3,mfj,Michael Evans,Jeffery Evans,1,151174.58,147426.36,107615.36,19277.81,0.0,4189.81,5909.79,13.08,0,0.0,False,False,False
DS_1604,Dataset_1604_NY_2024_L1,NY,2024,1,single,Elizabeth Rodriguez,N/A,0,25800.0,25800.0,11200.0,1120.0,944.0,0.0,814.0,4.34,0,0.0,False,False,False
DS_1605,Dataset_1605_NY_2023_L1,NY,2023,1,single,Tammy Mahoney,N/A,0,38994.76,38994.76,25144.76,2797.37,290.63,0.0,1539.71,7.17,0,0.0,False,False,False
DS_1606,Dataset_1606_NY_2022_L2,NY,2022,2,hoh,Robert Smith,N/A,3,96096.6,94040.4,68819.4,7369.68,574.32,0.0,4307.6,7.84,0,0.0,False,False,False
DS_1607,Dataset_1607_NY_2025_L3,NY,2025,3,mfj,Ryan Wallace,Robert Wallace,2,328722.52,315255.66,265258.66,48063.89,0.0,479.89,17545.8,15.25,12228.45,630.98,False,False,False
DS_1608,Dataset_1608_CA_2021_L2,CA,2021,2,single,Stephanie Lewis,N/A,3,132132.53,130019.95,111488.95,18153.51,0.0,2089.51,8095.29,13.96,0,0.0,False,False,False
DS_1609,Dataset_1609_CA_2021_L3,CA,2021,3,hoh,Roberto Pacheco,N/A,2,240340.45,239447.65,207312.65,47476.9,0.0,10318.9,16148.4,19.83,0,274.25,False,False,False
DS_1610,Dataset_1610_TX_2023_L2,TX,2023,2,single,William Yoder,N/A,3,54137.52,53116.16,36375.16,2042.71,1085.29,0.0,0.0,3.85,0,0.0,False,False,False
DS_1611,Dataset_1611_IL_2024_L3,IL,2024,3,single,Victoria Chavez,N/A,1,258776.15,257942.55,230892.55,53687.43,0.0,11381.43,12508.28,20.81,0,448.11,False,False,False
DS_1612,Dataset_1612_FL_2022_L1,FL,2022,1,single,Nathaniel Rodriguez,N/A,0,51623.96,51623.96,38673.96,4435.38,1684.62,0.0,0.0,8.59,0,0.0,False,False,False
DS_1613,Dataset_1613_NY_2024_L2,NY,2024,2,mfj,Jeffrey Bell,Brian Bell,2,217760.8,216724.18,177042.18,27128.53,0.0,3680.53,10900.2,12.52,0,0.0,False,False,False
DS_1614,Dataset_1614_IL_2024_L2,IL,2024,2,mfj,Desiree Carpenter,Jamie Carpenter,2,93509.62,91008.13,54726.13,7106.13,0.0,314.13,3985.15,7.81,0,0.0,False,False,False
DS_1615,Dataset_1615_NY_2025_L3,NY,2025,3,single,Grace English,N/A,0,144984.96,132393.09,99575.09,28878.4,0.0,22210.4,7289.11,21.81,6562.93,0.0,False,False,False
DS_1616,Dataset_1616_CA_2021_L3,CA,2021,3,mfj,David Salas,Kimberly Salas,4,212666.19,211992.77,176834.77,22879.18,2608.82,0.0,11775.94,10.79,0,0.0,False,False,False
DS_1617,Dataset_1617_TX_2020_L2,TX,2020,2,mfj,Dan Gonzalez,Thomas Gonzalez,1,109441.64,105408.57,69191.57,13974.13,0.0,7890.13,0.0,13.26,0,0.0,False,False,False
DS_1618,Dataset_1618_TX_2022_L3,TX,2022,3,mfj,Brandy Osborne,Katherine Osborne,4,261303.91,260366.49,220465.49,34485.01,0.0,6661.01,0.0,13.24,0,27.45,False,False,False
DS_1619,Dataset_1619_CA_2025_L2,CA,2025,2,single,Martha Clark,N/A,2,102436.14,90212.72,64596.72,11695.1,0.0,5534.1,5246.16,12.96,8738.51,0.0,False,False,False
DS_1620,Dataset_1620_CA_2024_L2,CA,2024,2,mfj,Michelle Cox,Douglas Cox,3,181833.44,180987.03,147665.03,18285.13,5338.87,0.0,8932.68,10.1,0,0.0,False,False,False
DS_1621,Dataset_1621_NY_2022_L3,NY,2022,3,single,Shawn Pearson,N/A,3,143034.02,139743.11,117477.11,22611.84,0.0,8051.84,7336.34,16.18,0,0.0,False,False,False
DS_1622,Dataset_1622_IL_2023_L3,IL,2023,3,single,Michael Johnson,N/A,1,148496.39,143432.36,115246.36,29187.19,0.0,20067.19,6840.03,20.35,0,0.0,False,False,False
DS_1623,Dataset_1623_IL_2022_L1,IL,2022,1,mfj,Jay Nelson,Sergio Nelson,0,56671.83,56671.83,30771.83,3281.62,3462.38,0.0,2545.38,5.79,0,0.0,False,False,False
DS_1624,Dataset_1624_NY_2024_L3,NY,2024,3,single,Tamara Aguirre,N/A,4,201999.43,200110.25,175721.25,30993.97,0.0,7201.97,10958.36,15.49,0,0.0,False,False,False
DS_1625,Dataset_1625_FL_2020_L1,FL,2020,1,mfj,James Henderson,Wendy Henderson,1,69200.0,69200.0,44400.0,2933.0,5371.0,0.0,0.0,4.24,0,0.0,False,False,False
DS_1626,Dataset_1626_IL_2024_L2,IL,2024,2,mfj,Carla Olson,Caitlin Olson,2,165711.24,163808.41,129221.41,18340.36,0.0,1900.36,7588.77,11.2,0,0.0,False,False,False
DS_1627,Dataset_1627_IL_2023_L1,IL,2023,1,single,Leslie Collins,N/A,0,61000.0,61000.0,47150.0,5680.5,1639.5,0.0,2889.56,9.31,0,0.0,False,False,False
DS_1628,Dataset_1628_FL_2022_L1,FL,2022,1,mfj,Jeffrey Leonard,Marie Leonard,0,66000.0,66000.0,40100.0,4401.0,3519.0,0.0,0.0,6.67,0,0.0,False,False,False
DS_1629,Dataset_1629_TX_2022_L2,TX,2022,2,single,Shannon Hodges,N/A,2,121217.7,119277.64,100835.64,17916.17,0.0,3228.17,0.0,15.02,0,0.0,False,False,False
DS_1630,Dataset_1630_NY_2021_L3,NY,2021,3,single,Gabriel Vasquez,N/A,0,257262.59,256456.73,231870.73,57765.91,0.0,14865.91,14620.14,22.52,0,455.19,False,False,False
DS_1631,Dataset_1631_FL_2020_L1,FL,2020,1,single,Jermaine Miller,N/A,0,39400.0,39400.0,27000.0,3042.5,109.5,0.0,0.0,7.72,0,0.0,False,False,False
DS_1632,Dataset_1632_FL_2020_L1,FL,2020,1,single,Matthew Gardner,N/A,0,41300.0,41300.0,28900.0,3270.5,1685.5,0.0,0.0,7.92,0,0.0,False,False,False
DS_1633,Dataset_1633_TX_2021_L3,TX,2021,3,single,Christopher Jackson,N/A,0,189200.59,185716.71,157061.71,38683.56,0.0,22043.56,0.0,20.83,0,0.0,False,False,False
DS_1634,Dataset_1634_TX_2025_L3,TX,2025,3,hoh,Courtney Wood,N/A,3,262496.04,261414.28,221632.28,45328.58,0.0,6283.58,0.0,17.34,0.0,468.73,True,False,False
DS_1635,Dataset_1635_CA_2020_L1,CA,2020,1,mfj,Derrick Williams,Casey Williams,0,57000.0,57000.0,32200.0,3469.0,3371.0,0.0,578.64,6.09,0,0.0,False,False,False
DS_1636,Dataset_1636_TX_2025_L2,TX,2025,2,single,Tonya Walters,N/A,1,150689.3,147297.43,121945.43,26697.64,0.0,10665.64,0.0,18.12,0,0.0,False,False,False
DS_1637,Dataset_1637_CA_2024_L3,CA,2024,3,hoh,William Mclaughlin,N/A,2,102899.15,100545.45,71982.45,9902.54,0.0,2054.54,3254.05,9.85,0,0.0,False,False,False
DS_1638,Dataset_1638_FL_2021_L2,FL,2021,2,mfj,Lisa Diaz,Jacob Diaz,2,74124.07,71203.07,37834.07,5842.0,0.0,3362.0,0.0,8.2,0,0.0,False,False,False
DS_1639,Dataset_1639_FL_2024_L1,FL,2024,1,single,James Sanchez,N/A,0,54500.0,54500.0,39900.0,4556.0,1984.0,0.0,0.0,8.36,0,0.0,False,False,False
DS_1640,Dataset_1640_TX_2020_L2,TX,2020,2,mfj,Brenda Butler,Timothy Butler,2,192219.18,191992.54,163807.54,24070.94,1429.06,0.0,0.0,12.54,0,0.0,False,False,False
DS_1641,Dataset_1641_NY_2022_L2,NY,2022,2,hoh,Jonathan Haynes,N/A,3,84174.94,82913.1,59941.1,3827.72,3876.28,0.0,3695.6,4.62,0,0.0,False,False,False
DS_1642,Dataset_1642_FL_2021_L2,FL,2021,2,mfj,Jonathan Hull,James Hull,1,116296.73,114385.14,83873.14,10772.26,3355.74,0.0,0.0,9.42,0,0.0,False,False,False
DS_1643,Dataset_1643_NY_2020_L1,NY,2020,1,mfj,Brandi Harrell,Stacey Harrell,0,79800.0,79800.0,55000.0,6205.0,3371.0,0.0,3173.75,7.78,0,0.0,False,False,False
DS_1644,Dataset_1644_CA_2024_L3,CA,2024,3,mfj,Mary Freeman,Christian Freeman,3,336139.27,335315.04,293805.04,52946.35,0.0,898.35,23285.18,15.79,0,699.69,False,False,False
DS_1645,Dataset_1645_TX_2021_L1,TX,2021,1,single,Ashley Morales,N/A,1,36800.0,36800.0,24250.0,0.0,2944.0,0.0,0.0,0.0,0,0.0,False,False,False
DS_1646,Dataset_1646_IL_2025_L1,IL,2025,1,single,Laura Osborn,N/A,1,72600.0,72600.0,56850.0,5221.0,3491.0,0.0,3333.83,7.19,0,0.0,False,False,False
DS_1647,Dataset_1647_FL_2025_L3,FL,2025,3,single,Mary Mcfarland,N/A,1,229758.4,226418.88,194034.88,45347.49,0.0,22915.49,0.0,20.03,0,153.08,False,False,False
DS_1648,Dataset_1648_CA_2020_L2,CA,2020,2,single,Janet Delacruz,N/A,2,59487.73,58333.77,42666.77,3484.61,1435.39,0.0,0,5.97,0,0.0,False,False,False
DS_1649,Dataset_1649_NY_2024_L2,NY,2024,2,single,Jesse Arias,N/A,2,132328.36,130669.34,111372.34,19089.9,0.0,1921.9,6791.91,14.61,0,0.0,False,False,False
DS_1650,Dataset_1650_IL_2021_L3,IL,2021,3,hoh,Joanna Smith,N/A,3,94368.45,92310.34,67684.34,4116.22,3383.78,0.0,4049.61,4.46,0,0.0,False,False,False
DS_1651,Dataset_1651_CA_2021_L2,CA,2021,2,mfj,Natalie Keller,Cindy Keller,2,106415.53,103228.19,69105.19,7069.31,178.69,0.0,2688.41,6.85,0,0.0,False,False,False
DS_1652,Dataset_1652_CA_2022_L3,CA,2022,3,mfj,Kimberly Velez,Jerry Velez,2,234364.64,232412.28,187353.28,32540.5,0.0,10748.5,13755.5,14.0,0,0.0,False,False,False
DS_1653,Dataset_1653_NY_2024_L3,NY,2024,3,mfj,Scott Young,Charlotte Young,4,359020.24,358278.97,318007.97,56776.15,2771.85,0.0,19555.23,15.85,0,886.7,False,False,False
DS_1654,Dataset_1654_NY_2021_L2,NY,2021,2,hoh,Tracy Smith,N/A,2,143703.84,141464.1,116323.1,20366.03,0.0,2590.03,7028.97,14.4,0,0.0,False,False,False
DS_1655,Dataset_1655_CA_2022_L1,CA,2022,1,mfj,Reginald Maxwell,Brandon Maxwell,0,66800.0,66800.0,40900.0,4497.0,3519.0,0.0,890.16,6.73,0,0.0,False,False,False
DS_1656,Dataset_1656_TX_2021_L2,TX,2021,2,single,Chelsea Rios,N/A,1,90315.41,86980.9,64990.9,14265.51,0.0,9177.51,0.0,16.4,0,0.0,False,False,False
DS_1657,Dataset_1657_NY_2022_L1,NY,2022,1,single,Kimberly Gray,N/A,0,63700.0,63700.0,50750.0,6782.0,862.0,0.0,2898.5,10.65,0,0.0,False,False,False
DS_1658,Dataset_1658_FL_2021_L2,FL,2021,2,single,Eric Roberts,N/A,3,83965.23,80306.95,57400.95,7316.56,0.0,4884.56,0.0,9.11,0,0.0,False,False,False
DS_1659,Dataset_1659_CA_2025_L2,CA,2025,2,mfj,Laura Anderson,Yolanda Anderson,1,68326.08,57393.2,20714.2,4080.19,0.0,1088.19,852.28,7.11,8892.78,0.0,False,True,False
DS_1660,Dataset_1660_FL_2023_L2,FL,2023,2,mfj,Samantha Townsend,Lisa Townsend,3,171122.64,170606.31,140010.31,16449.92,6206.08,0.0,0.0,9.64,0,0.0,False,False,False
DS_1661,Dataset_1661_CA_2024_L1,CA,2024,1,mfj,Tamara Graham,Whitney Graham,0,83750.47,83750.47,54550.47,6082.06,7261.94,0.0,1568.18,7.26,0,0.0,False,False,False
DS_1662,Dataset_1662_NY_2021_L2,NY,2021,2,single,Melanie Erickson,N/A,2,132370.81,128406.7,104634.7,23111.56,0.0,14051.56,6656.15,18.0,0,0.0,False,False,False
DS_1663,Dataset_1663_FL_2025_L1,FL,2025,1,single,Erika Osborne,N/A,0,50050.69,50050.69,34300.69,3877.58,2038.42,0.0,0.0,7.75,0,0.0,False,False,False
DS_1664,Dataset_1664_FL_2021_L1,FL,2021,1,mfj,Scott Flores,Bianca Flores,0,42000.0,42000.0,16900.0,1690.0,3350.0,0.0,0.0,4.02,0,0.0,False,False,False
DS_1665,Dataset_1665_CA_2025_L3,CA,2025,3,mfj,Cassandra Jones,Michael Jones,2,185855.44,175886.15,137691.15,19877.71,4090.29,0.0,9232.38,11.3,7890.46,0.0,False,True,False
DS_1666,Dataset_1666_TX_2021_L2,TX,2021,2,single,Terri Rasmussen,N/A,2,67367.55,65267.12,46771.12,4239.01,0.0,1391.01,0.0,6.49,0,0.0,False,False,False
DS_1667,Dataset_1667_CA_2023_L1,CA,2023,1,single,Isaac Brady,N/A,0,26891.2,26891.2,13041.2,1344.94,775.06,0.0,0,5.0,0,0.0,False,False,False
DS_1668,Dataset_1668_FL_2020_L2,FL,2020,2,single,Kristine Saunders,N/A,3,93725.92,92324.7,75957.7,9303.14,0.0,519.14,0.0,10.08,0,0.0,False,False,False
DS_1669,Dataset_1669_TX_2024_L1,TX,2024,1,single,Molly Hayes,N/A,0,72400.0,72400.0,57800.0,7769.0,919.0,0.0,0.0,10.73,0,0.0,False,False,False
DS_1670,Dataset_1670_IL_2024_L1,IL,2024,1,single,Timothy Wilson,N/A,0,26605.61,26605.61,12005.61,1208.67,911.33,0.0,1187.04,4.54,0,0.0,False,False,False
DS_1671,Dataset_1671_NY_2020_L1,NY,2020,1,single,Daniel Blanchard,N/A,0,52400.0,52400.0,40000.0,4602.5,1685.5,0.0,2277.0,8.78,0,0.0,False,False,False
DS_1672,Dataset_1672_CA_2021_L3,CA,2021,3,hoh,David Lara,N/A,1,170741.52,166754.03,133217.03,32216.08,0.0,17112.08,9428.16,19.32,0,0.0,False,False,False
DS_1673,Dataset_1673_CA_2022_L3,CA,2022,3,mfj,Barbara Morales,Christopher Morales,2,141434.49,135159.77,91496.77,19912.73,0.0,14044.73,4893.82,14.73,0,0.0,False,False,False
DS_1674,Dataset_1674_IL_2021_L3,IL,2021,3,single,Joseph Gonzales,N/A,4,147250.32,140741.68,109765.68,24632.03,0.0,18416.03,6317.03,17.5,0,0.0,False,False,False
DS_1675,Dataset_1675_IL_2021_L3,IL,2021,3,hoh,Jesse Fox,N/A,1,161315.43,154178.12,113971.12,33246.68,0.0,27150.68,7371.94,21.56,0,0.0,False,False,False
DS_1676,Dataset_1676_IL_2022_L2,IL,2022,2,mfj,Shirley Hays,Erik Hays,3,116916.77,115418.55,85277.55,6991.51,8224.49,0.0,5063.53,6.06,0,0.0,False,False,False
DS_1677,Dataset_1677_CA_2021_L2,CA,2021,2,single,Harold Mendez,N/A,3,145880.83,143426.53,123928.53,22472.46,0.0,4888.46,9342.1,15.67,0,0.0,False,False,False
DS_1678,Dataset_1678_FL_2024_L1,FL,2024,1,mfj,Peter Gregory,Charles Gregory,0,81070.44,81070.44,51870.44,5760.45,7119.55,0.0,0.0,7.11,0,0.0,False,False,False
DS_1679,Dataset_1679_NY_2022_L1,NY,2022,1,single,Christopher Davidson,N/A,0,54000.0,54000.0,41050.0,4720.5,1759.5,0.0,2365.0,8.74,0,0.0,False,False,False
DS_1680,Dataset_1680_NY_2020_L2,NY,2020,2,mfj,Kristen Short,Shane Short,1,145382.21,144493.62,116330.62,16949.92,0.0,1709.92,6731.9,11.73,0,0.0,False,False,False
DS_1681,Dataset_1681_NY_2020_L3,NY,2020,3,single,Joseph Brown,N/A,2,161577.67,155855.9,124484.9,31399.41,0.0,23491.41,8303.1,20.15,0,0.0,False,False,False
DS_1682,Dataset_1682_TX_2024_L3,TX,2024,3,single,Amber Li,N/A,4,226803.04,223925.26,192827.26,38442.37,0.0,16042.37,0.0,17.17,0,145.6,False,False,False
DS_1683,Dataset_1683_NY_2021_L1,NY,2021,1,single,Anthony Trujillo,N/A,1,31400.0,31400.0,18850.0,0.0,2512.0,0.0,1122.0,0.0,0,0.0,False,False,False
DS_1684,Dataset_1684_IL_2022_L1,IL,2022,1,mfj,Todd Robinson,Christina Robinson,0,45300.0,45300.0,19400.0,1940.0,3496.0,0.0,1982.48,4.28,0,0.0,False,False,False
DS_1685,Dataset_1685_FL_2025_L1,FL,2025,1,mfj,Jay Carroll,Michael Carroll,1,59309.5,59309.5,27809.5,660.14,6443.86,0.0,0.0,1.11,0,0.0,False,False,False
DS_1686,Dataset_1686_CA_2022_L3,CA,2022,3,single,Peter Burke,N/A,2,212720.09,211949.52,187490.52,38341.6,0.0,14453.6,15755.01,18.09,0,21.99,False,False,False
DS_1687,Dataset_1687_CA_2025_L2,CA,2025,2,single,Brian Ford,N/A,3,87823.95,85675.55,63843.55,6656.38,0.0,32.38,3971.26,7.77,0,0.0,False,False,False
DS_1688,Dataset_1688_NY_2020_L1,NY,2020,1,single,Gina Williams,N/A,0,85151.33,85151.33,72751.33,11795.29,1724.71,0.0,4078.32,13.85,0,0.0,False,False,False
DS_1689,Dataset_1689_FL_2020_L3,FL,2020,3,mfj,Mark Hanson,Michael Hanson,0,418368.16,416931.1,370668.1,84940.97,0.0,35516.97,0.0,20.37,0,1422.07,False,False,False
DS_1690,Dataset_1690_FL_2021_L2,FL,2021,2,single,Cameron Savage,N/A,2,80610.16,78003.26,58073.26,7888.42,0.0,2752.42,0.0,10.11,0,0.0,False,False,False
DS_1691,Dataset_1691_FL_2020_L1,FL,2020,1,single,Megan George,N/A,0,44400.0,44400.0,32000.0,3642.5,1685.5,0.0,0.0,8.2,0,0.0,False,False,False
DS_1692,Dataset_1692_TX_2021_L1,TX,2021,1,single,Lisa Nelson,N/A,0,68857.31,68857.31,56307.31,8136.11,119.89,0.0,0.0,11.82,0,0.0,False,False,False
DS_1693,Dataset_1693_NY_2022_L2,NY,2022,2,mfj,Robert Perry,Thomas Perry,2,252681.91,251940.49,214966.49,36745.8,0.0,5289.8,13013.18,14.59,0,0.0,False,False,False
DS_1694,Dataset_1694_NY_2025_L2,NY,2025,2,single,Robert Barker,N/A,1,163665.2,155252.92,128265.92,29369.37,0.0,12343.37,8533.51,18.92,4443.0,0.0,True,False,False
DS_1695,Dataset_1695_NY_2025_L2,NY,2025,2,mfj,Kimberly Hall,Shannon Hall,2,180316.96,179144.74,144119.74,19478.79,4421.21,0.0,8645.43,10.87,0,0.0,False,False,False
DS_1696,Dataset_1696_IL_2024_L1,IL,2024,1,mfj,Jennifer Smith,William Smith,1,77656.21,77656.21,48456.21,3350.75,5925.25,0.0,3454.17,4.31,0,0.0,False,False,False
DS_1697,Dataset_1697_CA_2023_L3,CA,2023,3,mfj,Alyssa Bowman,James Bowman,0,223191.92,222681.23,187354.23,32854.3,0.0,5710.3,12931.05,14.75,0,0.0,False,False,False
DS_1698,Dataset_1698_FL_2022_L1,FL,2022,1,mfj,Anthony Rivera,Crystal Rivera,0,47500.0,47500.0,21600.0,2181.0,3519.0,0.0,0.0,4.59,0,0.0,False,False,False
DS_1699,Dataset_1699_TX_2020_L2,TX,2020,2,hoh,Alexandria Strickland,N/A,3,78138.3,75906.04,50937.04,4464.51,1043.49,0.0,0.0,5.88,0,0.0,False,False,False
DS_1700,Dataset_1700_NY_2022_L3,NY,2022,3,mfj,Amy Johns,Ann Johns,0,260679.39,259522.69,216346.69,41910.08,0.0,16818.08,13468.11,16.15,0,2.46,False,False,False
DS_1701,Dataset_1701_IL_2022_L2,IL,2022,2,mfj,Lisa Gilbert,Charles Gilbert,3,132225.38,131254.89,102607.89,9748.72,8859.28,0.0,5847.43,7.43,0,0.0,False,False,False
DS_1702,Dataset_1702_TX_2022_L2,TX,2022,2,mfj,Brian Clark,Carrie Clark,1,161873.15,159321.93,124579.93,21744.02,0.0,3280.02,0.0,13.65,0,0.0,False,False,False
DS_1703,Dataset_1703_TX_2021_L1,TX,2021,1,mfj,Theresa Reyes,Tamara Reyes,0,31000.0,31000.0,5900.0,590.0,1890.0,0.0,0.0,1.9,0,0.0,False,False,False
DS_1704,Dataset_1704_NY_2023_L2,NY,2023,2,mfj,Steven Williams,Wendy Williams,2,131305.54,128727.39,93728.39,12391.55,2648.45,0.0,5864.76,9.63,0,0.0,False,False,False
DS_1705,Dataset_1705_FL_2021_L2,FL,2021,2,mfj,Dean Hopkins,Susan Hopkins,2,142931.11,140246.85,107547.85,14526.05,1937.95,0.0,0.0,10.36,0,0.0,False,False,False
DS_1706,Dataset_1706_TX_2023_L3,TX,2023,3,single,Meghan Hawkins,N/A,0,231577.45,231051.75,209349.75,47103.5,0.0,5501.5,0.0,20.39,0,228.19,False,False,False
DS_1707,Dataset_1707_CA_2020_L3,CA,2020,3,mfj,Jerry Hill,Briana Hill,4,195434.17,193373.66,154096.66,21602.28,0.0,2386.28,10044.37,11.17,0,0.0,False,False,False
DS_1708,Dataset_1708_CA_2022_L1,CA,2022,1,mfj,Alan Carter,Jacob Carter,0,61500.0,61500.0,35600.0,3861.0,3519.0,0.0,678.16,6.28,0,0.0,False,False,False
DS_1709,Dataset_1709_TX_2020_L3,TX,2020,3,mfj,Paula Roberts,Kristopher Roberts,4,447183.33,446000.41,403532.41,89506.45,0.0,20730.45,0.0,20.07,0,1679.23,False,False,False
DS_1710,Dataset_1710_CA_2021_L3,CA,2021,3,mfj,John Kim,Allison Kim,1,297679.6,297078.35,262998.35,52727.38,0.0,12903.38,19809.71,17.75,0,363.29,False,False,False
DS_1711,Dataset_1711_IL_2021_L1,IL,2021,1,mfj,Lauren Friedman,Brandon Friedman,0,44900.0,44900.0,19800.0,1980.0,3408.0,0.0,1962.68,4.41,0,0.0,False,False,False
DS_1712,Dataset_1712_IL_2023_L2,IL,2023,2,single,Troy Wright,N/A,1,100762.39,98422.46,77948.46,15136.01,0.0,7168.01,4612.04,15.38,0,0.0,False,False,False
DS_1713,Dataset_1713_CA_2022_L1,CA,2022,1,mfj,James Hill,Devin Hill,0,37702.49,37702.49,11802.49,1180.25,1811.75,0.0,23.42,3.13,0,0.0,False,False,False
DS_1714,Dataset_1714_CA_2020_L1,CA,2020,1,mfj,Jennifer Gordon,Thomas Gordon,0,85011.97,85011.97,60211.97,6830.44,6753.56,0.0,1618.64,8.03,0,0.0,False,False,False
DS_1715,Dataset_1715_FL_2025_L2,FL,2025,2,single,Mark Hughes,N/A,2,94000.59,91063.55,66998.55,11127.76,0.0,5007.76,0.0,12.22,0,0.0,False,False,False
DS_1716,Dataset_1716_NY_2025_L3,NY,2025,3,single,Rick Blake,N/A,1,182310.29,177959.23,149891.23,35323.01,0.0,16779.01,9629.3,19.85,0,0.0,False,False,False
DS_1717,Dataset_1717_TX_2020_L3,TX,2020,3,single,Carlos Navarro,N/A,1,207772.09,207386.35,189225.35,40690.9,0.0,2498.9,0.0,19.62,0,1.82,False,False,False
